policy_id,country_iso,country_update,policy_name,policy_title,jurisdiction,supranational_region,country,subnational_region,policy_city_or_local,policy_instrument,sector,policy_description,policy_type,stringency,policy_status,decision_date,start_date,end_date,high_impact,policy_objective,reference,last_update,impact_indicators.comments,impact_indicators.name,impact_indicators.value,impact_indicators.base_year,impact_indicators.target_year
211000373,CAN,Annual,Canadian Agricultural Adaptation Program,Canadian Agricultural Adaptation Program Canada (2014),Country,,Canada,,,Grants and subsidies,Agriculture and forestry,"""The Canadian Agricultural Adaptation Program (CAAP) (2014-2019) is a five-year, $50.3 million program providing non-repayable contributions for industry-led projects that help the agriculture, agri-food, and agri-based products sector to adapt and remain competitive.""","Energy service demand reduction and resource efficiency, Non-energy use",,Ended,2014.0,,2019.0,Unknown,Adaptation,http://www.agr.gc.ca/eng/?id=1396016168338,,,,,,
211002859,CAN,Annual,The Agricultural Greenhouse Gases Program,The Agricultural Greenhouse Gases Program Canada (2010),Country,,Canada,,,Codes and standards,Agriculture and forestry,"""The Agricultural Greenhouse Gases Program provides CA$27 million to support research to enhance the understanding and accessibility of agricultural technologies, beneficial management practices and processes that can be adopted by farmers to mitigate GHG emissions.""","Energy service demand reduction and resource efficiency, Non-energy use",,Ended,2010.0,,2021.0,Unknown,Mitigation,"http://www.agr.gc.ca/eng/programs-and-services/list-of-programs-and-services/agricultural-greenhouse-gases-program/?id=1461247059955
http://unfccc.int/files/national_reports/biennial_reports_and_iar/submitted_biennial_reports/application/pdf/canadas_2nd_biennial_report.pdf",07/02/2023,,,,,
211000825,CAN,Annual,Emissions Reduction for Large Final Emitters,Emissions Reduction for Large Final Emitters Canada (2003),Country,,Canada,,,"Regulatory Instruments, Voluntary approaches",Industry,,"Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch, Non-energy use",,Superseded,2003.0,,,Unknown,Mitigation,https://unfccc.int/resource/docs/natc/cannc4.pdf,,,,,,
211105491,CAN,Annual,Smart Renewables and Electrification Pathways Program (SREPs),Smart Renewables and Electrification Pathways Program (SREPs) Canada (2021),Country,,Canada,,,"Fiscal or financial incentives, Grants and subsidies, Loans","Electricity and heat, Renewables","The Smart Renewables and Electrification Pathways Program (SREPs) provides up to CAD 964 million over four years for smart renewable energy and electrical grid modernization projects. Projects must use market ready technologies and apply workplace equity, diversity, and inclusion components.",Renewables,,In force,2021.0,2021.0,2025.0,,Mitigation,https://www.nrcan.gc.ca/climate-change/green-infrastructure-programs/smart-renewables-and-electrification-pathways-program/23566,01/10/2021,,,,,
211000447,CAN,Annual,Clean Air Act,Clean Air Act Canada (2006),Country,,Canada,,,"Regulatory Instruments, Policy support","Industry, Electricity and heat",,"Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch",,Ended,2006.0,,,Unknown,Mitigation,http://www.ec.gc.ca/cleanair-airpur/Clean_Air_Act-WS1CA709C8-1_En.htm,,,,,,
211001780,CAN,Annual,Manitoba Electric Vehicle Program,Manitoba Electric Vehicle Program Canada (2014),Subnational region,,Canada,Manitoba,,"Fiscal or financial incentives, Information and education","Transport, Low-emissions mobility, Light-duty vehicles",,"Energy service demand reduction and resource efficiency, Energy efficiency, Other low-carbon technologies and fuel switch",,In force,2014.0,,,Unknown,"Mitigation, Energy security",https://www.gov.mb.ca/sd/environment_and_biodiversity/energy/incentives.html,,,,,,
211005325,CAN,Annual,Nationally Determined Contribution - NDC,Nationally Determined Contribution - NDC Canada (2021),Country,,Canada,,,"Target, GHG reduction target, Political & non-binding GHG reduction target, Strategic planning",General,"Canada’s updated NDC is to reduce emissions by 40-45% below 2005 levels by 2030, increasing ambition against its previous NDC. Additionally, Canada committed to reducing its emissions to net-zero by 2050.","Energy efficiency, Energy service demand reduction and resource efficiency, Non-energy use, Other low-carbon technologies and fuel switch, Renewables",,In force,2021.0,,2030.0,,"Mitigation, Adaptation",https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Canada%20First/Canada's%20Enhanced%20NDC%20Submission1_FINAL%20EN.pdf,01/09/2021,,,,,
211003272,CAN,Annual,Taxing energy use,Taxing energy use Canada (2019),Country,,Canada,,,Energy and other taxes,"Transport, Agriculture and forestry, Buildings, Industry","""At the federal level, a fuel excise tax at the rate of CAD 0.10 per litre and CAD 0.04 per litre applies to gasoline and (taxable) diesel use, respectively. In addition, provinces and territories levy their own fuel excise taxes on gasoline and diesel. Certain surcharges and reductions apply at the local level."" (OECD 2019)","Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch, Non-energy use",,In force,2019.0,,,Unknown,Mitigation,https://www.oecd.org/tax/taxing-energy-use-efde7a25-en.htm,,,,,,
211000842,CAN,Annual,EnerGuide for Appliances and Equipment,EnerGuide for Appliances and Equipment Canada (1999),Country,,Canada,,,"Information provision, Endorsement label","Buildings, Appliances",,Energy efficiency,,In force,1999.0,,,Unknown,Mitigation,https://natural-resources.canada.ca/transparency/acts-and-regulations/energuide-label-for-appliances-and-room-air-conditioners/21327,,,,,,
211002103,CAN,Annual,New England Governors and Eastern Canadian Premiers Climate Change Action Plan,New England Governors and Eastern Canadian Premiers Climate Change Action Plan Canada (2001),Subnational region,,Canada,,,"Policy support, Regulatory Instruments, Climate strategy",General,,"Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch, Non-energy use",,Ended,2001.0,2001.0,2017.0,Unknown,Mitigation,https://portal.ct.gov/DEEP/Climate-Change/New-England-Governors-and-Eastern-Canadian-Premiers-NEGECP,07/02/2023,,,,,
211000185,CAN,Annual,Amendment 11 to the Energy efficiency Regulations,Amendment 11 to the Energy efficiency Regulations Canada (2012),Country,,Canada,,,"Codes and standards, Product standards","Buildings, Appliances, Hot water and cooking",,Energy efficiency,,In force,2012.0,,,Unknown,Mitigation,https://natural-resources.canada.ca/energy-efficiency/energy-efficiency-regulations/regulatory-announcements/amendment-11/6967,,,,,,
211000167,CAN,Annual,Alberta Specified Gas Emitters Regulation,Alberta Specified Gas Emitters Regulation Canada (2007),Subnational region,,Canada,,,"Sectoral standards, Other mandatory requirements, Monitoring","Industry, Fossil fuel exploration and production, Industrial energy related",Amended in 2015,"Energy service demand reduction and resource efficiency, Non-energy use",,In force,2007.0,,,Unknown,Mitigation,https://www.alberta.ca/specified-gas-reporting-regulation.aspx,,,,,,
211000159,CAN,Annual,Alberta Clean Air Strategic Alliance,Alberta Clean Air Strategic Alliance Canada (1999),Subnational region,,Canada,,,Policy support,General,,"Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch, Non-energy use",,In force,1999.0,,,Unknown,Mitigation,https://www.casahome.org/,,,,,,
211000551,CAN,Annual,Commercial/Institutional Buildings Retrofits Initiative,Commercial/Institutional Buildings Retrofits Initiative Canada (2001),Country,,Canada,,,"Grants and subsidies, Fiscal or financial incentives, Policy support",Buildings,,Energy efficiency,,Superseded,2001.0,,,Unknown,Mitigation,https://www.iea.org/policies/2267-commercialinstitutional-buildings-retrofits-initiative,,,,,,
211000378,CAN,Annual,Canadian Participation in the Midwestern Greenhouse Gas Accord,Canadian Participation in the Midwestern Greenhouse Gas Accord Canada (2007),Country,,Canada,,,GHG emissions allowances,General,,Energy efficiency,,Ended,2007.0,,2011.0,Unknown,Mitigation,http://www.midwesternaccord.org/,,,,,,
211002206,CAN,Annual,Opportunities Envelope,Opportunities Envelope Canada (2003),Country,,Canada,,,"Policy support, Funds to sub-national governments",General,,"Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch, Non-energy use",,In force,2003.0,,,Unknown,Mitigation,https://publications.gc.ca/site/archivee-archived.html?url=https://publications.gc.ca/collections/collection_2013/ec/En4-217-2006-eng.pdf,,,,,,
211000757,CAN,Annual,EcoENERGY for Equipment,EcoENERGY for Equipment Canada (2011),Country,,Canada,,,"Information and education, Comparison label, Endorsement label, Codes and standards, Monitoring, Other mandatory requirements","Buildings, Appliances, Transport",,Energy efficiency,,Superseded,2011.0,,,Unknown,Mitigation,https://www.iea.org/policies/316-ecoenergy-for-equipment,,,,,,
211000712,CAN,Annual,ENERGY STAR for New Homes,ENERGY STAR for New Homes Canada (2005),Country,,Canada,,,"Information and education, Information provision, Comparison label, Endorsement label, Public voluntary schemes","Buildings, Appliances, Heating and cooling, Hot water and cooking",,Energy efficiency,,In force,2005.0,2005.0,,High,Mitigation,https://www.nrcan.gc.ca/energy/efficiency/housing/new-homes/5057,,,,,,
211105498,CAN,Annual,Sustainable Development Technology (SDTC) - Cleantech projects,Sustainable Development Technology (SDTC) - Cleantech projects Canada (2020),Country,,Canada,,,"Fiscal or financial incentives, Grants and subsidies, Research & Development and Deployment (RD&D), Technology development",Industry,This initiative supports Canadian companies who seek to advance cleantech innovation across Canada,"Energy efficiency, Energy service demand reduction and resource efficiency, Non-energy use, Other low-carbon technologies and fuel switch, Renewables",,In force,2020.0,,,,Mitigation,https://www.sdtc.ca/en/,01/10/2021,,,,,
211000156,CAN,Annual,Air pollution regulation of the,Air pollution regulation of the Canada (2001),Country,,Canada,,,Codes and standards,"Transport, Shipping",,Energy efficiency,,In force,2001.0,,,Unknown,Mitigation,http://www.tc.gc.ca/eng/acts-regulations/acts-2001c26.htm,,,,,,
211000505,CAN,Annual,Climate Change Plan,Climate Change Plan Canada (2002),Country,,Canada,,,"Policy support, Political & non-binding climate strategy",General,"Although superseded by the National Climate Change Plan, several programs of the Climate Change Plan for Canada are still in force.","Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch, Non-energy use",,Superseded,2002.0,,2005.0,Unknown,Mitigation,http://manitobawildlands.org/pdfs/CCPlanforCAN27Nov02.pdf,,,,,,
211105476,CAN,Annual,Northern Transportation Adaptation Initiative Program,Northern Transportation Adaptation Initiative Program Canada (2021),Country,,Canada,,,"Fiscal or financial incentives, Grants and subsidies, Research programme",Transport,"The program will include a grants and contribution component to support projects that:
-develop new knowledge about how climate change is affecting transportation systems in the north
-develop tools and practices to respond to these effects
-provide education and training for northerners to help manage transportation systems affected by climate change",Energy service demand reduction and resource efficiency,,In force,2021.0,,,,Adaptation,https://tc.canada.ca/en/programs/northern-transportation-adaptation-initiative-program,01/10/2021,,,,,
211000752,CAN,Annual,EcoENERGY Retrofit - Small and Medium Organizations - Industry,EcoENERGY Retrofit - Small and Medium Organizations - Industry Canada (2007),Country,,Canada,,,"Infrastructure investments, Advice or aid in implementation, Negotiated agreements (public-private sector)","Industry, Buildings",,Energy efficiency,,Superseded,2007.0,,2011.0,Unknown,Mitigation,http://www.ecoaction.gc.ca/index-eng.cfm,,,,,,
211002094,CAN,Annual,New Brunswick Appliance Meter Lending Program (NB Power),New Brunswick Appliance Meter Lending Program (NB Power) Canada (2015),Subnational region,,Canada,,,"Information provision, Performance label","Buildings, Appliances",,Energy efficiency,,In force,2015.0,,,Unknown,Mitigation,https://showmethegreen.ca/home/home-improvement/nb-power-appliance-meter-lending-program/,,,,,,
211001386,CAN,Annual,Greenhouse Gas Offsets Systems,Greenhouse Gas Offsets Systems Canada (2003),Country,,Canada,,,"Regulatory Instruments, GHG emission reduction crediting and offsetting mechanism",General,,"Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch, Non-energy use",,Planned,2003.0,,,Unknown,Mitigation,https://www.canada.ca/content/dam/eccc/documents/pdf/climate-change/pricing-pollution/Options-GHG-Offset-System.pdf,,,,,,
211000467,CAN,Annual,Clean Energy Transfer Initiative - Joint Energy Project between Ontario and Manitoba,Clean Energy Transfer Initiative - Joint Energy Project between Ontario and Manitoba Canada (2004),Subnational region,,Canada,,,Research & Development and Deployment (RD&D),Electricity and heat,,Renewables,,In force,2004.0,,,Unknown,Mitigation,http://digitalcollection.gov.mb.ca/awweb/pdfopener?smd=1&did=11737&md=1,,,,,,
211002729,CAN,Annual,Standby Power Standards,Standby Power Standards Canada (2011),Country,,Canada,,,"Information provision, Product standards","Buildings, Appliances",,Energy efficiency,,In force,2011.0,,,Unknown,Mitigation,https://www.nrcan.gc.ca/nrcan/acts-and-regulations/faq-and-links/frequently-asked-questions-about-standby-power/7285,,,,,,
211000380,CAN,Annual,Canadian Renewable Conservation Expenses (CRCE),Canadian Renewable Conservation Expenses (CRCE) Canada (1996),Country,,Canada,,,"Tax relief, Grants and subsidies","Electricity and heat, Renewables",,Renewables,,In force,1996.0,,,Unknown,Mitigation,https://www.iea.org/policies/3492-canadian-renewable-conservation-expenses-crce,,,,,,
211002362,CAN,Annual,Public Investment in Green Power,Public Investment in Green Power Canada (2000),Subnational region,,Canada,,,"Funds to sub-national governments, Fiscal or financial incentives, Regulatory Instruments","Electricity and heat, Renewables",,Renewables,,In force,2000.0,,,Unknown,Mitigation,,,,,,,
211000370,CAN,Annual,Foundation for Sustainable Development Technology Act,Foundation for Sustainable Development Technology Act Canada (2001),Country,,Canada,,,"RD&D funding, Demonstration project, Technology development",General,Legislative,"Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch, Non-energy use",,In force,2001.0,,,Unknown,Mitigation,http://laws-lois.justice.gc.ca/eng/acts/c-5.5/,,,,,,
211105474,CAN,Annual,Disaster Mitigation and Adaptation Fund,Disaster Mitigation and Adaptation Fund Canada (2018),Country,,Canada,,,"Fiscal or financial incentives, Grants and subsidies",General,"The Government of Canada’s Disaster Mitigation and Adaptation Fund (DMAF) is a 10-year, $2 billion national program designed to help communities better withstand current and future risks of natural hazards. DMAF will support large-scale infrastructure projects with a minimum cost of $20 million. Projects funded through DMAF will be completed by 2027-28.","Energy efficiency, Energy service demand reduction and resource efficiency, Non-energy use, Other low-carbon technologies and fuel switch, Renewables",,In force,2018.0,2018.0,2028.0,,"Mitigation, Adaptation",https://www.canada.ca/en/office-infrastructure/news/2018/05/backgrounder-disaster-mitigation-and-adaptation-fund.html,01/10/2021,,,,,
211000710,CAN,Annual,ENERGY STAR Portfolio Manager Benchmarking Tool,ENERGY STAR Portfolio Manager Benchmarking Tool Canada (2014),Country,,Canada,,,Information and education,Buildings,,Energy efficiency,,In force,2014.0,,,Unknown,Mitigation,http://www.nrcan.gc.ca/energy/efficiency/buildings/energy-benchmarking/3691,,,,,,
211003319,CAN,Annual,Strategic electricity interties,Strategic electricity interties Canada (2018),Country,,Canada,,,Strategic planning,Electricity and heat,,Energy service demand reduction and resource efficiency,,In force,2018.0,,,High,Mitigation,"http://www.publications.gc.ca/collections/collection_2017/parl/xc49-1/XC49-1-1-421-7-eng.pdf
http://publications.gc.ca/collections/collection_2017/parl/xc49-1/XC49-1-1-421-7-1-eng.pdf",,Reductions calculated against BAU scenario,GHG emissions reduction (GtCO2eq),0.0127,0,2030
211002199,CAN,Annual,Ontario Renewable Energy Standard Offer Programme (RESOP),Ontario Renewable Energy Standard Offer Programme (RESOP) Canada (2006),Subnational region,,Canada,,,Feed-in tariffs or premiums,Electricity and heat,,Renewables,,Superseded,2006.0,,,Unknown,Mitigation,https://www.iea.org/policies/4710-ontario-renewable-energy-standard-offer-programme-resop,,,,,,
211000750,CAN,Annual,EcoENERGY Innovation Initiative,EcoENERGY Innovation Initiative Canada (2011),Country,,Canada,,,"Infrastructure investments, RD&D funding, Research & Development and Deployment (RD&D), Technology development","Electricity and heat, Renewables, CCS, Industry, Industrial process CO2",,"Renewables, Other low-carbon technologies and fuel switch",,Ended,2011.0,2011.0,2016.0,Unknown,Mitigation,http://unfccc.int/files/national_reports/annex_i_natcom/submitted_natcom/application/pdf/nc6_can_resubmission_english.pdf,,,,,,
240306352,CAN,Annual,Electric Vehicle Availability Standard (regulated targets for zero-emission vehicles),Electric Vehicle Availability Standard (regulated targets for zero-emission vehicles) Canada (2023),Country,,Canada,,,"Policy support, Strategic planning, Target","Transport, Light-duty vehicles","Auto manufacturers and importers are required to meet annual zero-emission vehicle (ZEV) regulated sales targets under the Electric Vehicle Availability Standard. Starting in the 2026 model year, they must offer at least 20% of new light-duty vehicles for sale as ZEVs. This percentage will increase annually, reaching 60% by 2030 and 100% by 2035.",Other low-carbon technologies and fuel switch,,In force,2023.0,2026.0,2035.0,,Mitigation,https://www.canada.ca/en/environment-climate-change/news/2023/12/canadas-electric-vehicle-availability-standard-regulated-targets-for-zero-emission-vehicles.html,18/01/2024,,,,,
211001109,CAN,Annual,Extending Tax Incentives for Renewable and Alternative Energy,Extending Tax Incentives for Renewable and Alternative Energy Canada (2003),Country,,Canada,,,Fiscal or financial incentives,Electricity and heat,,Renewables,,Superseded,2003.0,,,Unknown,Mitigation,https://www.iea.org/policies/3995-extending-tax-incentives-for-renewable-and-alternative-energy?country=Canada&topic=Renewable%20Energy,,,,,,
211001500,CAN,Annual,Industrial Buildings Efficiency Incentive Program,Industrial Buildings Efficiency Incentive Program Canada (2001),Country,,Canada,,,"Negotiated agreements (public-private sector), Policy support",Buildings,,Energy efficiency,,Ended,2001.0,,2006.0,Unknown,Mitigation,https://www.nrcan.gc.ca/sites/www.nrcan.gc.ca/files/www/pdf/publications/emmc/15-0140%20EMMC-Ind%20EE-Annex-B-e.pdf,,,,,,
211002194,CAN,Annual,Ontario Electric Vehicles Incentive Program,Ontario Electric Vehicles Incentive Program Canada (2010),Subnational region,,Canada,Ontario,,Fiscal or financial incentives,"Transport, Low-emissions mobility","Allows Ontario consumers to apply for a rebate ranging from $5,000 to $8,500 towards the purchase or lease of eligible, new plug-in hybrid electric or battery electric vehicles IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]","Energy service demand reduction and resource efficiency, Energy efficiency, Other low-carbon technologies and fuel switch",,In force,2010.0,,,Unknown,"Mitigation, Energy security",https://news.ontario.ca/en/release/35839/ontario-making-electric-vehicles-more-affordable,,,,,,
230206071,CAN,Annual,National Building Code,National Building Code Canada (2022),Country,,Canada,,,"Regulatory Instruments, Codes and standards, Building codes and standards",Buildings,"Canada's updated building code includes a ""net zero energy ready"" tier, for buildings that are efficient enough to run on an on-site renewable energy system. Canada's plan is to move all new buildings to this tier by 2030.","Energy service demand reduction and resource efficiency, Energy efficiency",,In force,2022.0,,,,Mitigation,https://nrc-publications.canada.ca/eng/view/ft/?id=515340b5-f4e0-4798-be69-692e4ec423e8,06/01/2023,,,,,
211002365,CAN,Annual,Public Transit Capital Trust,Public Transit Capital Trust Canada (2006),Country,,Canada,,,"Infrastructure investments, Funds to sub-national governments, Tax relief, Institutional creation",Transport,,Energy efficiency,,Ended,2006.0,,,Unknown,Mitigation,https://www.canada.ca/en/news/archive/2006/07/taking-public-transit-now-more-affordable-canada.html,,,,,,
211105479,CAN,Annual,Green Infrastructure Fund,Green Infrastructure Fund Canada (2009),Country,,Canada,,,"Fiscal or financial incentives, Grants and subsidies",General,"The Green Infrastructure Fund supports environmental infrastructure projects that promote reduced greenhouse gas emissions, cleaner air, cleaner water and cleaner land. There are five eligible categories of investment: wastewater infrastructure, green energy generation infrastructure, green energy transmission infrastructure, solid waste infrastructure, and carbon transmission and storage infrastructure. By providing up to 50 percent federal funding on a cost-shared basis, the fun leverages additional investments from other partners.
The Green Infrastructure Fund started in 2009-2010 and is schedule to end in 2021-2022.","Energy efficiency, Energy service demand reduction and resource efficiency, Non-energy use, Other low-carbon technologies and fuel switch, Renewables",,Ended,2009.0,2009.0,2022.0,,Mitigation,https://www.infrastructure.gc.ca/prog/programs-infc-summary-eng.html#gif,07/02/2023,,,,,
211002864,CAN,Annual,"The Canadian Environmental Protection Act 1999 (CEPA 1999) (S.C. 1999, c. 33)","The Canadian Environmental Protection Act 1999 (CEPA 1999) (S.C. 1999, c. 33) Canada (2000)",Country,,Canada,,,"Other mandatory requirements, Monitoring, Sectoral standards","Industry, Transport, Agriculture and forestry, Industrial N2O, Industrial process CO2, Fluorinated gases, Fossil fuel exploration and production, Waste CH4","Legislative. The Biofuel Bill is an amendment to this law and allows the federal government to implement regulations requiring 5% average renewable content in gasoline by 2010. Subsequent regulations will also require 2% average renewable content in diesel and heating oil by 2012 on successful demonstration of renewable diesel fuel.
""The first National Ambient Air Quality Objectives (NAAQOs) were created in the mid-70s, and are supported by Canada’s foremost federal environmental law, the Canadian Environmental Protection Act (CEPA).""(http://transportpolicy.net/index.php?title=Canada:_Air_Quality_Standards)","Energy service demand reduction and resource efficiency, Energy efficiency, Other low-carbon technologies and fuel switch, Renewables, Non-energy use",,In force,2000.0,,,Unknown,"Mitigation, Air pollution",http://laws-lois.justice.gc.ca/eng/acts/c-15.31/,,,,,,
211002310,CAN,Annual,Prince Edward Island Renewable Energy Act,Prince Edward Island Renewable Energy Act Canada (2016),Subnational region,,Canada,,,"Economic instruments, Fiscal or financial incentives, Feed-in tariffs or premiums, User charges, Obligation schemes",Electricity and heat,"The Renewable Energy Act established minimum purchase price utilities must pay for power produced by large-scale renewable energy generators and makes it economically feasible for Island homeowners, small businesses or farmers who have an interest in generating their own electricity to install small-scale generating systems through net-metering.",Renewables,,In force,2016.0,,,Unknown,Mitigation,https://www.cer-rec.gc.ca/en/data-analysis/energy-commodities/electricity/report/2016-canadian-renewable-power/province/canadas-renewable-power-landscape-2016-energy-market-analysis-prince-edward-island.html,,,,,,
211003187,CAN,Annual,Passenger auto and light truck GHG emission regulations,Passenger auto and light truck GHG emission regulations Canada (2014),Country,,Canada,,,"Codes and standards, Vehicle fuel-economy and emissions standards","Transport, Heavy-duty vehicles, Light-duty vehicles",A 5% annual reduction in CO2-equivalent per mile for passenger cars from 2017 to 2025. New fleet average GHG limits for light trucks tighten 3.5% per year from 2017 to 2021 and 5% per year from 2022 to 2025,Energy efficiency,,In force,2014.0,2014.0,,Unknown,Mitigation,https://www.transportpolicy.net/standard/canada-light-duty-fuel-consumption-and-ghg/,,,,,,
211001782,CAN,Annual,Manitoba Geothermal Program,Manitoba Geothermal Program Canada (2016),Subnational region,,Canada,,,"Fiscal or financial incentives, Grants and subsidies",Electricity and heat,"Manitoba Hydro's Geothermal Program provides financial incentives to customers who install a geothermal heat pump system to replace a conventional electric heating system.
Program provides two types of incentives: 1) Feasibility study assistance and 2) System installation incentive. In order to be eligible for either of the supports the written approve must be granted first from the Manitoba Hydro.
1) Feasibility study assistance provides up to 50% of the first $5,000 and up to 25 per cent of the remaining cost of the study (to a maximum grant of $10,000 per study). On average, a feasibility study costs approximately $2,400. The amount of the assistance will be limited to 20 per cent of the potential system installation incentive.
2) System installation incentive is based on a prescriptive structure, and is calculated as being the lesser of:
$2.50 per sq. ft. heated by a geothermal heat pump system; OR
$120.00 per MBH of installed geothermal heating capacity; OR
$120.00 per MBH of the buildings eligible base transmission and infiltration heating load. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",Renewables,,In force,2016.0,,,Unknown,Mitigation,https://www.iea.org/policies/6366-manitoba-geothermal-program,,,,,,
211105487,CAN,Annual,Interest-free loans for deep home retrofits,Interest-free loans for deep home retrofits Canada (2021),Country,,Canada,,,"Fiscal or financial incentives, Loans",Buildings,"This credit line is part of Canada's 2021 budget and will provide CAD 4.4 billion over five years to the Canada Mortgage and Housing Corporation to support deep home retrofits, and is expected to support retrofits for over 200,000 homes at approximately CAD 40,000 per home",Energy efficiency,,In force,2021.0,,,,Mitigation,https://www.budget.gc.ca/2021/report-rapport/p2-en.html#117,01/10/2021,,,,,
211002253,CAN,Annual,Passenger Automobile and Light Truck Greenhouse Gas Emission Regulations,Passenger Automobile and Light Truck Greenhouse Gas Emission Regulations Canada (2010),Country,,Canada,,,Vehicle fuel-economy and emissions standards,"Transport, Light-duty vehicles","""The Canadian government anticipates that the average GHG emissions performance of the 2016 Canadian fleet of new cars and light trucks would match an average level of 153 g CO2/km (169 gCO2/km under NEDC cycle). This would represent an approximate 20% reduction compared to the new vehicle fleet that was sold in Canada in 2007."" (http://transportpolicy.net/index.php?title=Canada:_Light-duty:_Fuel_Consumption_and_GHG)
Light-duty vehicles target: 98gCO2/km (23.2 km/l) by 2025, aligned with US CAFE standards",Energy efficiency,,In force,2010.0,,,Unknown,Mitigation,https://laws-lois.justice.gc.ca/eng/regulations/sor-2010-201/index.html,,,,,,
211000209,CAN,Annual,Asia-Pacific Partnership on Clean Development and Climate,Asia-Pacific Partnership on Clean Development and Climate Canada (2007),Country,,Canada,,,"Technology deployment and diffusion, Technology development",General,,"Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch, Non-energy use",,In force,2007.0,,,Unknown,Mitigation,http://www.asiapacificpartnership.org/,,,,,,
211105473,CAN,Annual,Greening Government Strategy,Greening Government Strategy Canada (2020),Country,,Canada,,,"Policy support, Strategic planning, Target, GHG reduction target",General,"This policy sets out to reduce emissions from goverment-related operations, reaching net-zero by 2050. It includes:
-government-owned and leased real property
-mobility: fleets, business travel and commuting
-procurement of goods and services
-national safety and security operations
To implement net-zero in real property and fleet operations, the Government of Canada will reduce absolute Scope 1 and Scope 2 GHG emissions by 40% by 2025 and by at least 90% below 2005 levels by 2050. On this emissions reduction pathway, the government will aspire to reduce emissions by an additional 10% each 5 years starting in 2025.","Energy efficiency, Energy service demand reduction and resource efficiency, Non-energy use, Other low-carbon technologies and fuel switch, Renewables",,In force,2020.0,,2050.0,,Mitigation,https://www.canada.ca/en/treasury-board-secretariat/services/innovation/greening-government/strategy.html,01/10/2021,,,,,
211002197,CAN,Annual,Ontario Expansion of Drive Clean Program,Ontario Expansion of Drive Clean Program Canada (2002),Subnational region,,Canada,,,Regulatory Instruments,Transport,,"Renewables, Energy efficiency",,In force,2002.0,,,Unknown,Mitigation,https://www.autoserviceworld.com/jobbernews/ontario-to-expand-drive-clean-program-across-ontario/,,,,,,
211005195,CAN,Annual,Emissions Reduction Fund for reducing methane in oil and gas sector,Emissions Reduction Fund for reducing methane in oil and gas Canada (2020),Country,,Canada,,,"Grants and subsidies, Loans","Industry, Fossil fuel exploration and production",The government announced a CAD 750 million (EUR 480 million) Emissions Reduction Fund for reducing methane emissions in the oil and gas sector and to establish a leak detection and repair programme to reduce fugitive emissions. This program aims to help onshore and offshore oil and gas companies to reduce GHGs emissions.,Non-energy use,,In force,2020.0,2020.0,,Unknown,Mitigation,https://www.nrcan.gc.ca/science-and-data/funding-partnerships/funding-opportunities/current-funding-opportunities/emissions-reduction-fund/22781,01/05/2021,,,,,
211000158,CAN,Annual,Alberta Building Code,Alberta Building Code Canada (2014),Subnational region,,Canada,Alberta,,"Regulatory Instruments, Codes and standards","Buildings, Heating and cooling, Hot water and cooking",,Energy efficiency,,In force,2014.0,2016.0,,Unknown,Mitigation,https://www.alberta.ca/building-codes-and-standards-overview.aspx?utm_source=redirector http://www.municipalaffairs.alberta.ca/CP_Energy_Codes_Information,,,,,,
211000756,CAN,Annual,EcoENERGY for Buildings and Houses,EcoENERGY for Buildings and Houses Canada (2007),Country,,Canada,,,"Regulatory Instruments, Information provision, Comparison label",Buildings,,Energy efficiency,,Superseded,2007.0,,,Unknown,Mitigation,http://www.ecoaction.gc.ca/ecoenergy-ecoenergie/buildingshouses-batimentshabitations-eng.cfm,,,,,,
211000641,CAN,Annual,Demonstration of biogas to create electricity,Demonstration of biogas to create electricity Canada (2003),Subnational region,,Canada,,,Research & Development and Deployment (RD&D),Electricity and heat,,Renewables,,In force,2003.0,,,Unknown,Mitigation,https://www.saskatchewan.ca/government/news-and-media/2003/may/14/saskpower-to-use-biogas-to-create-electricity,,,,,,
